,8E1  1743-f,,8G1  1743-f,,8E2  1743-f,,8D3  1743-f
514.3333,0,514.3333,2.70E-05,514.3333,9.96E-04,513.666668,0
514.4167,0,514.4167,1.10E-05,514.4167,0.001005745,513.750001,0
514.5,0,514.5,7.73E-06,514.5,9.63E-04,513.833334,0
514.5833,0,514.5833,3.57E-05,514.5833,0.001287047,513.916668,0
514.6667,0,514.6667,2.49E-05,514.6667,6.17E-04,514.000001,0
514.75,0,514.75,1.80E-05,514.75,4.73E-04,514.083334,0
514.8333,0,514.8333,1.47E-04,514.8333,2.87E-04,514.166668,0
514.9167,0,514.9167,1.37E-04,514.9167,9.44E-05,514.250001,0
515,0,515,3.30E-05,515,1.15E-04,514.333334,0
515.0833,0,515.0833,2.82E-05,515.0833,4.68E-04,514.416668,0
515.1667,0,515.1667,1.87E-04,515.1667,5.01E-04,514.500001,0
515.25,0,515.25,1.45E-04,515.25,7.41E-04,514.583334,0
515.3333,0,515.3333,3.02E-05,515.3333,7.32E-04,514.666668,0
515.4167,0,515.4167,1.44E-05,515.4167,3.10E-04,514.750001,0
515.5,0,515.5,1.32E-04,515.5,4.12E-04,514.833334,0
515.5833,0,515.5833,2.29E-04,515.5833,3.34E-04,514.916668,0
515.6667,0,515.6667,2.07E-04,515.6667,7.55E-05,515.000001,0
515.75,0,515.75,5.76E-05,515.75,3.63E-06,515.083334,0
515.8333,0,515.8333,4.30E-05,515.8333,0,515.166668,0
515.9167,0,515.9167,6.46E-05,515.9167,0,515.250001,0
516,0,516,3.11E-05,516,0,515.333334,0
516.0833,0,516.0833,3.88E-05,516.0833,0,515.416668,0
516.1667,0,516.1667,1.46E-05,516.1667,1.16E-04,515.500001,0
516.25,0,516.25,7.68E-05,516.25,1.99E-04,515.583334,0
516.3333,0,516.3333,7.47E-05,516.3333,1.35E-04,515.666668,0
516.4167,0,516.4167,1.63E-05,516.4167,6.38E-05,515.750001,0
516.5,0,516.5,3.02E-05,516.5,1.21E-05,515.833334,0
516.5833,0,516.5833,4.52E-05,516.5833,0,515.916668,0
516.6667,0,516.6667,3.25E-05,516.6667,0,516.000001,0
516.75,0,516.75,1.46E-05,516.75,0,516.083334,0
516.8333,0,516.8333,7.90E-06,516.8333,6.01E-05,516.166668,0
516.9167,0,516.9167,3.85E-05,516.9167,2.51E-04,516.250001,0
517,0,517,5.52E-05,517,1.93E-04,516.333334,0
517.0833,0,517.0833,7.68E-05,517.0833,3.06E-04,516.416668,0
517.1667,0,517.1667,1.16E-04,517.1667,7.92E-04,516.500001,0
517.25,0,517.25,2.23E-04,517.25,0.001090499,516.583334,0
517.3333,0,517.3333,2.94E-04,517.3333,5.98E-04,516.666668,0
517.4167,0,517.4167,4.06E-04,517.4167,4.51E-04,516.750001,0
517.5,0,517.5,3.34E-04,517.5,5.01E-04,516.833334,0
517.5833,0,517.5833,2.00E-04,517.5833,5.65E-04,516.916668,0
517.6667,0,517.6667,4.07E-04,517.6667,3.56E-04,517.000001,0
517.75,0,517.75,2.73E-04,517.75,8.15E-05,517.083334,0
517.8333,0,517.8333,5.96E-05,517.8333,4.84E-06,517.166668,0
517.9167,0,517.9167,8.59E-07,517.9167,8.07E-07,517.250001,0
518,0,518,1.37E-05,518,3.19E-05,517.333334,0
518.0833,0,518.0833,1.20E-04,518.0833,7.63E-05,517.416668,0
518.1667,0,518.1667,1.65E-04,518.1667,1.71E-04,517.500001,0
518.25,0,518.25,6.01E-05,518.25,6.82E-05,517.583334,0
518.3333,0,518.3333,7.90E-06,518.3333,8.48E-06,517.666668,0
518.4167,0,518.4167,1.72E-07,518.4167,0,517.750001,0
518.5,0,518.5,1.20E-06,518.5,2.18E-04,517.833334,0
518.5833,0,518.5833,6.39E-05,518.5833,2.39E-04,517.916668,0
518.6667,0,518.6667,5.17E-05,518.6667,6.62E-05,518.000001,0
518.75,0,518.75,1.05E-05,518.75,2.02E-06,518.083334,0
518.8333,0,518.8333,4.19E-05,518.8333,1.25E-04,518.166668,0
518.9167,0,518.9167,1.16E-04,518.9167,1.26E-04,518.250001,0
519,0,519,2.58E-04,519,2.74E-05,518.333334,0
519.0833,0,519.0833,5.58E-04,519.0833,2.71E-04,518.416668,0
519.1667,0,519.1667,7.74E-04,519.1667,7.47E-04,518.500001,0
519.25,0,519.25,9.36E-04,519.25,0.001387138,518.583334,0
519.3333,0,519.3333,0.001330634,519.3333,0.00199898,518.666668,0
519.4167,0,519.4167,0.001105368,519.4167,0.002018755,518.750001,0
519.5,0,519.5,0.001245923,519.5,0.001700323,518.833334,0
519.5833,0,519.5833,0.00119489,519.5833,0.001640592,518.916668,0
519.6667,0,519.6667,6.03E-04,519.6667,0.001383102,519.000001,0
519.75,0,519.75,2.59E-04,519.75,9.53E-04,519.083334,0
519.8333,0,519.8333,9.97E-05,519.8333,4.17E-04,519.166668,0
519.9167,0,519.9167,5.14E-05,519.9167,9.73E-05,519.250001,0
520,0,520,5.60E-05,520,8.88E-06,519.333335,0
520.0833,0,520.0833,3.81E-05,520.0833,2.06E-05,519.416668,0
520.1667,0,520.1667,5.82E-05,520.1667,5.65E-05,519.500001,0
520.25,0,520.25,8.56E-05,520.25,2.14E-05,519.583335,0
520.3333,0,520.3333,3.66E-05,520.3333,2.42E-06,519.666668,0
520.4167,0,520.4167,6.25E-05,520.4167,2.06E-05,519.750001,0
520.5,0,520.5,1.26E-04,520.5,5.66E-04,519.833335,0
520.5833,0,520.5833,2.19E-04,520.5833,0.001073145,519.916668,0
520.6667,0,520.6667,2.60E-04,520.6667,6.36E-04,520.000001,0
520.75,0,520.75,1.85E-04,520.75,2.43E-04,520.083335,0
520.8333,0,520.8333,6.50E-05,520.8333,3.79E-05,520.166668,0
520.9167,0,520.9167,1.84E-05,520.9167,0,520.250001,0
521,0,521,4.19E-05,521,0,520.333335,0
521.0833,0,521.0833,1.13E-04,521.0833,0,520.416668,0
521.1667,0,521.1667,1.67E-04,521.1667,0,520.500001,0
521.25,0,521.25,4.74E-04,521.25,6.13E-05,520.583335,0
521.3333,0,521.3333,6.24E-04,521.3333,9.65E-05,520.666668,0
521.4167,0,521.4167,5.66E-04,521.4167,7.95E-05,520.750001,0
521.5,0,521.5,3.30E-04,521.5,1.91E-04,520.833335,0
521.5833,0,521.5833,5.11E-04,521.5833,1.28E-04,520.916668,0
521.6667,0,521.6667,4.67E-04,521.6667,1.45E-04,521.000001,0
521.75,0,521.75,2.00E-04,521.75,3.91E-05,521.083335,0
521.8333,0,521.8333,5.33E-05,521.8333,2.42E-06,521.166668,0
521.9167,0,521.9167,1.34E-05,521.9167,0,521.250001,0
522,0,522,8.42E-06,522,0,521.333335,0
522.0833,0,522.0833,4.38E-05,522.0833,0,521.416668,0
522.1667,0,522.1667,2.73E-05,522.1667,0,521.500001,0
522.25,0,522.25,4.98E-06,522.25,3.11E-05,521.583335,0
522.3333,0,522.3333,1.32E-05,522.3333,2.70E-04,521.666668,0
522.4167,0,522.4167,6.25E-05,522.4167,2.49E-04,521.750001,0
522.5,0,522.5,1.16E-04,522.5,1.97E-04,521.833335,0
522.5833,0,522.5833,1.63E-04,522.5833,4.56E-05,521.916668,0
522.6667,0,522.6667,1.74E-04,522.6667,2.02E-06,522.000001,0
522.75,0,522.75,1.89E-04,522.75,0,522.083335,0
522.8333,0,522.8333,1.24E-04,522.8333,6.98E-05,522.166668,0
522.9167,0,522.9167,2.96E-05,522.9167,1.80E-04,522.250001,0
523,0,523,8.80E-05,523,2.74E-04,522.333335,0
523.0833,0,523.0833,1.86E-04,523.0833,2.48E-04,522.416668,0
523.1667,0,523.1667,4.57E-04,523.1667,3.96E-04,522.500001,0
523.25,0,523.25,6.74E-04,523.25,5.20E-04,522.583335,0
523.3333,0,523.3333,5.24E-04,523.3333,4.29E-04,522.666668,0
523.4167,0,523.4167,6.37E-04,523.4167,4.21E-04,522.750001,0
523.5,0,523.5,6.79E-04,523.5,3.36E-04,522.833335,0
523.5833,0,523.5833,5.63E-04,523.5833,2.52E-04,522.916668,0
523.6667,0,523.6667,6.07E-04,523.6667,2.96E-04,523.000001,0
523.75,0,523.75,3.92E-04,523.75,9.65E-05,523.083335,0
523.8333,0,523.8333,1.20E-04,523.8333,9.69E-06,523.166668,0
523.9167,0,523.9167,3.45E-05,523.9167,0,523.250001,0
524,0,524,1.39E-05,524,0,523.333335,0
524.0833,0,524.0833,7.42E-05,524.0833,0,523.416668,0
524.1667,0,524.1667,1.19E-04,524.1667,1.81E-04,523.500001,0
524.25,0,524.25,1.41E-04,524.25,1.67E-04,523.583335,0
524.3333,0,524.3333,5.91E-05,524.3333,1.26E-04,523.666668,0
524.4167,0,524.4167,5.03E-05,524.4167,3.39E-05,523.750001,0
524.5,0,524.5,7.03E-05,524.5,1.17E-04,523.833335,0
524.5833,0,524.5833,9.40E-05,524.5833,3.68E-04,523.916668,0
524.6667,0,524.6667,2.14E-04,524.6667,2.53E-04,524.000001,0
524.75,0,524.75,1.99E-04,524.75,2.97E-04,524.083335,0
524.8333,0,524.8333,1.98E-04,524.8333,6.01E-04,524.166668,0
524.9167,0,524.9167,3.61E-04,524.9167,0.001125612,524.250001,0
525,0,525,8.07E-04,525,0.00230369,524.333335,0
525.0833,0,525.0833,0.001104337,525.0833,0.003474907,524.416668,0
525.1667,0,525.1667,0.00185488,525.1667,0.005037202,524.500001,0
525.25,0,525.25,0.002865571,525.25,0.005258369,524.583335,0
525.3333,0,525.3333,0.00437903,525.3333,0.004901193,524.666668,0
525.4167,0,525.4167,0.004520616,525.4167,0.005845592,524.750001,0
525.5,0,525.5,0.00356113,525.5,0.005782229,524.833335,0
525.5833,0,525.5833,0.002438579,525.5833,0.004599711,524.916668,0
525.6667,0,525.6667,0.001299877,525.6667,0.002940958,525.000001,0
525.75,0,525.75,8.85E-04,525.75,0.00108162,525.083335,0
525.8333,0,525.8333,4.88E-04,525.8333,3.98E-04,525.166668,0
525.9167,1.97E-04,525.9167,1.91E-04,525.9167,1.96E-04,525.250001,0
526,0.016998598,526,3.49E-04,526,2.05E-04,525.333335,0
526.0833,0.012675255,526.0833,4.64E-04,526.0833,4.01E-04,525.416668,0
526.1667,0.002358187,526.1667,4.82E-04,526.1667,5.64E-04,525.500001,0
526.25,0,526.25,5.17E-04,526.25,7.49E-04,525.583335,0
526.3333,0,526.3333,4.65E-04,526.3333,7.12E-04,525.666668,0
526.4167,0,526.4167,5.74E-04,526.4167,9.18E-04,525.750001,0
526.5,0,526.5,4.79E-04,526.5,0.001161127,525.833335,0
526.5833,0,526.5833,2.56E-04,526.5833,8.25E-04,525.916668,0
526.6667,0,526.6667,4.82E-04,526.6667,2.50E-04,526.000001,0
526.75,0,526.75,5.15E-04,526.75,1.76E-04,526.083335,0
526.8333,0,526.8333,7.71E-04,526.8333,7.13E-04,526.166668,0
526.9167,0,526.9167,0.001832199,526.9167,0.002103106,526.250001,0
527,0,527,0.003117642,527,0.003580647,526.333335,0
527.0833,4.91E-04,527.0833,0.00527683,527.0833,0.006526448,526.416668,0
527.1667,0.023778385,527.1667,0.008215599,527.1667,0.011494233,526.500001,0
527.25,0.038222281,527.25,0.012706489,527.25,0.015805378,526.583335,0
527.3333,0.013952606,527.3333,0.016848053,527.3333,0.021124689,526.666668,0
527.4167,0.001670382,527.4167,0.017956514,527.4167,0.025997227,526.750001,0
527.5,0,527.5,0.01511706,527.5,0.022617567,526.833335,0
527.5833,0,527.5833,0.011736865,527.5833,0.01677924,526.916668,0
527.6667,0,527.6667,0.007612484,527.6667,0.011176608,527.000001,0.001398538
527.75,0,527.75,0.004392089,527.75,0.006914701,527.083335,0.005429361
527.8333,0,527.8333,0.002605252,527.8333,0.003819169,527.166668,0.002274643
527.9167,0,527.9167,0.001911927,527.9167,0.002318623,527.250001,2.99E-04
528,0,528,0.002007292,528,0.002394901,527.333335,0.013561913
528.0833,0,528.0833,0.00236624,528.0833,0.003651276,527.416668,0.036766713
528.1667,0,528.1667,0.003963894,528.1667,0.005218818,527.500001,0.014292314
528.25,0,528.25,0.005474947,528.25,0.007866366,527.583335,0.001280488
528.3333,0,528.3333,0.006824482,528.3333,0.009530366,527.666668,2.85E-07
528.4167,0,528.4167,0.006869501,528.4167,0.008504845,527.750001,6.14E-08
528.5,0,528.5,0.00660523,528.5,0.007475691,527.833335,0
528.5833,0,528.5833,0.005021322,528.5833,0.006028822,527.916668,3.62E-06
528.6667,0,528.6667,0.003397206,528.6667,0.003605266,528.000001,2.14E-06
528.75,0,528.75,0.00251006,528.75,0.001379873,528.083335,3.63E-07
528.8333,0,528.8333,0.001259497,528.8333,6.93E-04,528.166668,0
528.9167,0,528.9167,6.02E-04,528.9167,4.42E-04,528.250001,0
529,0,529,4.51E-04,529,7.45E-04,528.333335,0
529.0833,0,529.0833,7.69E-04,529.0833,0.001164356,528.416668,0
529.1667,0,529.1667,0.001396444,529.1667,0.0026084,528.500001,0
529.25,0,529.25,0.002014165,529.25,0.003221856,528.583335,0
529.3333,0,529.3333,0.002322424,529.3333,0.002889298,528.666668,0
529.4167,0,529.4167,0.002669859,529.4167,0.002417502,528.750001,0
529.5,0,529.5,0.002753196,529.5,0.001776602,528.833335,0
529.5833,0,529.5833,0.002143895,529.5833,0.001959831,528.916668,0
529.6667,0,529.6667,0.001168257,529.6667,0.002042971,529.000001,0
529.75,0,529.75,7.67E-04,529.75,9.18E-04,529.083335,0
529.8333,0,529.8333,6.18E-04,529.8333,2.68E-04,529.166668,0
529.9167,0,529.9167,8.81E-04,529.9167,3.51E-04,529.250001,0
530,0,530,5.41E-04,530,6.66E-04,529.333335,0
530.0833,0,530.0833,2.84E-04,530.0833,4.48E-04,529.416668,0
530.1667,0,530.1667,5.28E-04,530.1667,7.02E-04,529.500001,0
530.25,0,530.25,6.34E-04,530.25,8.21E-04,529.583335,0
530.3333,0,530.3333,6.64E-04,530.3333,0.001261621,529.666668,0
530.4167,0,530.4167,0.001001068,530.4167,0.001553013,529.750001,0
530.5,0,530.5,9.21E-04,530.5,0.001538484,529.833335,0
530.5833,0,530.5833,5.38E-04,530.5833,0.001311263,529.916668,0
530.6667,0,530.6667,3.75E-04,530.6667,5.36E-04,530.000001,0
530.75,0,530.75,2.26E-04,530.75,1.15E-04,530.083335,0
530.8333,0,530.8333,1.46E-04,530.8333,5.00E-05,530.166668,0
530.9167,0,530.9167,1.11E-04,530.9167,1.45E-05,530.250001,0
531,0,531,9.88E-05,531,1.21E-06,530.333335,0
531.0833,0,531.0833,1.01E-04,531.0833,0,530.416668,0
531.1667,0,531.1667,1.99E-04,531.1667,8.07E-07,530.500002,0
531.25,0,531.25,5.40E-04,531.25,2.41E-04,530.583335,0
531.3333,0,531.3333,5.53E-04,531.3333,3.44E-04,530.666668,0
531.4167,0,531.4167,6.68E-04,531.4167,4.88E-04,530.750002,0
531.5,0,531.5,4.23E-04,531.5,5.38E-04,530.833335,0
531.5833,0,531.5833,3.56E-04,531.5833,3.08E-04,530.916668,0
531.6667,0,531.6667,2.85E-04,531.6667,8.48E-05,531.000002,0
531.75,0,531.75,7.35E-05,531.75,6.86E-06,531.083335,0
531.8333,0,531.8333,4.47E-06,531.8333,0,531.166668,0
531.9167,0,531.9167,8.42E-06,531.9167,0,531.250002,0
532,0,532,7.22E-05,532,0,531.333335,0
532.0833,0,532.0833,1.35E-04,532.0833,0,531.416668,0
532.1667,0,532.1667,1.03E-04,532.1667,0,531.500002,0
532.25,0,532.25,1.91E-04,532.25,3.55E-05,531.583335,0
532.3333,0,532.3333,2.46E-04,532.3333,4.18E-04,531.666668,0
532.4167,0,532.4167,2.52E-04,532.4167,2.91E-04,531.750002,0
532.5,0,532.5,2.89E-04,532.5,6.90E-05,531.833335,0
532.5833,0,532.5833,1.95E-04,532.5833,1.03E-04,531.916668,0
532.6667,0,532.6667,1.09E-04,532.6667,1.60E-04,532.000002,0
532.75,0,532.75,1.20E-04,532.75,1.08E-04,532.083335,0
532.8333,0,532.8333,1.26E-04,532.8333,2.02E-05,532.166668,0
532.9167,0,532.9167,4.23E-05,532.9167,4.04E-07,532.250002,0
533,0,533,5.15E-06,533,0,532.333335,0
533.0833,0,533.0833,3.87E-05,533.0833,1.04E-04,532.416668,0
533.1667,0,533.1667,1.46E-04,533.1667,5.12E-04,532.500002,0
533.25,0,533.25,9.48E-05,533.25,2.63E-04,532.583335,0
533.3333,0,533.3333,2.36E-04,533.3333,1.46E-04,532.666668,0
533.4167,0,533.4167,2.42E-04,533.4167,5.53E-05,532.750002,0
533.5,0,533.5,1.68E-04,533.5,1.53E-05,532.833335,0
533.5833,0,533.5833,1.88E-04,533.5833,6.78E-05,532.916668,0
533.6667,0,533.6667,1.20E-04,533.6667,4.96E-05,533.000002,0
533.75,0,533.75,8.32E-05,533.75,1.01E-05,533.083335,0
533.8333,0,533.8333,3.30E-05,533.8333,0,533.166668,0
533.9167,0,533.9167,4.81E-06,533.9167,3.31E-05,533.250002,0
534,0,534,0,534,8.35E-05,533.333335,0
534.0833,0,534.0833,0,534.0833,3.07E-05,533.416668,0
534.1667,0,534.1667,1.37E-06,534.1667,3.63E-06,533.500002,0
534.25,0,534.25,4.64E-05,534.25,0,533.583335,0
534.3333,0,534.3333,1.18E-04,534.3333,0,533.666668,0
534.4167,0,534.4167,3.61E-04,534.4167,1.41E-05,533.750002,0
534.5,0,534.5,1.66E-04,534.5,1.74E-04,533.833335,0
534.5833,0,534.5833,2.41E-05,534.5833,8.80E-05,533.916668,0
534.6667,0,534.6667,6.19E-06,534.6667,1.21E-05,534.000002,0
534.75,0,534.75,4.64E-06,534.75,0,534.083335,0
534.8333,0,534.8333,8.59E-07,534.8333,0,534.166668,0
534.9167,0,534.9167,1.99E-05,534.9167,0,534.250002,0
535,0,535,7.53E-05,535,0,534.333335,0
535.0833,0,535.0833,9.66E-05,535.0833,7.26E-06,534.416668,0
535.1667,0,535.1667,1.25E-04,535.1667,1.88E-04,534.500002,0
535.25,0,535.25,2.16E-04,535.25,1.68E-04,534.583335,0
535.3333,0,535.3333,3.04E-04,535.3333,4.48E-05,534.666668,0
535.4167,0,535.4167,2.79E-04,535.4167,1.06E-04,534.750002,0
535.5,0,535.5,1.69E-04,535.5,8.88E-05,534.833335,0
535.5833,0,535.5833,1.25E-04,535.5833,1.98E-05,534.916668,0
535.6667,0,535.6667,4.66E-05,535.6667,4.04E-07,535.000002,0
535.75,0,535.75,3.49E-05,535.75,0,535.083335,0
535.8333,0,535.8333,4.74E-05,535.8333,0,535.166668,0
535.9167,0,535.9167,1.46E-05,535.9167,2.46E-04,535.250002,0
536,0,536,5.31E-05,536,5.09E-04,535.333335,0
536.0833,0,536.0833,9.36E-05,536.0833,1.56E-04,535.416668,0
536.1667,0,536.1667,2.99E-05,536.1667,1.25E-05,535.500002,0
536.25,0,536.25,8.25E-05,536.25,2.95E-05,535.583335,0
536.3333,0,536.3333,6.77E-05,536.3333,1.15E-04,535.666668,0
536.4167,0,536.4167,2.51E-05,536.4167,2.66E-04,535.750002,0
536.5,0,536.5,2.32E-05,536.5,2.41E-04,535.833335,0
536.5833,0,536.5833,1.20E-05,536.5833,5.09E-05,535.916668,0
536.6667,0,536.6667,2.06E-06,536.6667,4.04E-06,536.000002,0
536.75,0,536.75,1.11E-04,536.75,1.48E-04,536.083335,0
536.8333,0,536.8333,1.54E-04,536.8333,1.43E-04,536.166668,0
536.9167,0,536.9167,1.04E-04,536.9167,3.55E-05,536.250002,0
537,0,537,1.29E-04,537,1.75E-04,536.333335,0
537.0833,0,537.0833,1.36E-04,537.0833,4.95E-04,536.416668,0
537.1667,0,537.1667,6.39E-04,537.1667,6.09E-04,536.500002,0
537.25,0,537.25,0.001028217,537.25,9.47E-04,536.583335,0
537.3333,0,537.3333,0.00111499,537.3333,8.79E-04,536.666668,0
537.4167,0,537.4167,0.00140641,537.4167,8.90E-04,536.750002,0
537.5,0,537.5,0.001250906,537.5,8.68E-04,536.833335,0
537.5833,0,537.5833,9.75E-04,537.5833,5.64E-04,536.916668,0
537.6667,0,537.6667,5.65E-04,537.6667,7.42E-04,537.000002,0
537.75,0,537.75,1.79E-04,537.75,3.69E-04,537.083335,0
537.8333,0,537.8333,5.46E-05,537.8333,6.74E-05,537.166668,0
537.9167,0,537.9167,9.79E-06,537.9167,1.33E-05,537.250002,0
538,0,538,1.72E-07,538,2.47E-04,537.333335,0
538.0833,0,538.0833,5.15E-06,538.0833,2.45E-04,537.416668,0
538.1667,0,538.1667,1.13E-04,538.1667,2.17E-04,537.500002,0
538.25,0,538.25,1.46E-04,538.25,2.91E-04,537.583335,0
538.3333,0,538.3333,2.85E-04,538.3333,7.71E-04,537.666668,0
538.4167,0,538.4167,3.43E-04,538.4167,6.72E-04,537.750002,0
538.5,0,538.5,3.34E-04,538.5,2.06E-04,537.833335,0
538.5833,0,538.5833,1.78E-04,538.5833,1.90E-05,537.916668,0
538.6667,0,538.6667,1.28E-04,538.6667,0,538.000002,0
538.75,0,538.75,4.19E-05,538.75,0,538.083335,0
538.8333,0,538.8333,1.05E-05,538.8333,0,538.166668,0
538.9167,0,538.9167,2.51E-05,538.9167,0,538.250002,0
539,0,539,8.90E-05,539,0,538.333335,0
539.0833,0,539.0833,2.33E-04,539.0833,1.57E-05,538.416668,0
539.1667,0,539.1667,7.05E-04,539.1667,2.70E-04,538.500002,0
539.25,0,539.25,9.20E-04,539.25,4.84E-04,538.583335,0
539.3333,0,539.3333,0.001105196,539.3333,4.91E-04,538.666668,0
539.4167,0,539.4167,0.001331837,539.4167,9.56E-04,538.750002,0
539.5,0,539.5,0.001587516,539.5,9.75E-04,538.833335,0
539.5833,0,539.5833,0.001139218,539.5833,7.10E-04,538.916668,0
539.6667,0,539.6667,7.69E-04,539.6667,7.49E-04,539.000002,0
539.75,0,539.75,4.55E-04,539.75,4.06E-04,539.083335,0
539.8333,0,539.8333,1.96E-04,539.8333,8.15E-05,539.166668,0
539.9167,0,539.9167,5.10E-05,539.9167,4.84E-06,539.250002,0
540,0,540,1.80E-05,540,0,539.333335,0
540.0833,0,540.0833,1.43E-04,540.0833,4.32E-05,539.416668,0
540.1667,0,540.1667,1.33E-04,540.1667,1.18E-04,539.500002,0
540.25,0,540.25,8.81E-05,540.25,4.28E-05,539.583335,0
540.3333,0,540.3333,9.40E-05,540.3333,7.18E-05,539.666668,0
540.4167,0,540.4167,5.81E-05,540.4167,6.94E-05,539.750002,0
540.5,0,540.5,1.75E-04,540.5,1.69E-04,539.833335,0
540.5833,0,540.5833,4.29E-04,540.5833,7.75E-05,539.916668,0
540.6667,0,540.6667,1.92E-04,540.6667,1.05E-05,540.000002,0
540.75,0,540.75,1.29E-04,540.75,0,540.083335,0
540.8333,0,540.8333,1.04E-04,540.8333,0,540.166668,0
540.9167,0,540.9167,2.37E-05,540.9167,0,540.250002,0
541,0,541,6.87E-07,541,0,540.333335,0
541.0833,0,541.0833,0,541.0833,0,540.416668,0
541.1667,0,541.1667,0,541.1667,0,540.500002,0
541.25,0,541.25,0,541.25,0,540.583335,0
541.3333,0,541.3333,3.26E-06,541.3333,0,540.666668,0
541.4167,0,541.4167,7.92E-05,541.4167,3.71E-05,540.750002,0
541.5,0,541.5,1.34E-04,541.5,8.07E-05,540.833335,0
541.5833,0,541.5833,4.12E-05,541.5833,1.94E-05,540.916668,0
541.6667,0,541.6667,5.33E-06,541.6667,4.04E-07,541.000002,0
541.75,0,541.75,4.12E-05,541.75,0,541.083335,0
541.8333,0,541.8333,4.31E-05,541.8333,0,541.166668,0
541.9167,0,541.9167,1.20E-05,541.9167,0,541.250002,0
542,0,542,8.59E-07,542,0,541.333335,0
542.0833,0,542.0833,0,542.0833,0,541.416668,0
542.1667,0,542.1667,2.58E-06,542.1667,0,541.500002,0
542.25,0,542.25,4.47E-05,542.25,0,541.583335,0
542.3333,0,542.3333,1.16E-04,542.3333,0,541.666669,0
542.4167,0,542.4167,1.76E-04,542.4167,0,541.750002,0
542.5,0,542.5,2.62E-04,542.5,0,541.833335,0
542.5833,0,542.5833,6.82E-04,542.5833,0,541.916669,0
542.6667,0,542.6667,5.81E-04,542.6667,0,542.000002,0
542.75,0,542.75,6.26E-04,542.75,0,542.083335,0
542.8333,0,542.8333,0.001083202,542.8333,0,542.166669,0
542.9167,0,542.9167,0.001436308,542.9167,0,542.250002,0
543,0,543,0.001282007,543,2.49E-04,542.333335,0
543.0833,0,543.0833,0.001288536,543.0833,5.75E-04,542.416669,0
543.1667,0,543.1667,0.001675664,543.1667,3.14E-04,542.500002,0
543.25,0,543.25,0.001998872,543.25,3.14E-04,542.583335,0
543.3333,0,543.3333,0.00235404,543.3333,5.95E-04,542.666669,0
543.4167,0,543.4167,0.00178529,543.4167,8.75E-04,542.750002,0
543.5,0,543.5,0.001676695,543.5,5.31E-04,542.833335,0
543.5833,0,543.5833,0.001169288,543.5833,1.17E-04,542.916669,0
543.6667,0,543.6667,4.67E-04,543.6667,1.05E-05,543.000002,0
543.75,0,543.75,2.12E-04,543.75,1.55E-04,543.083335,0
543.8333,0,543.8333,6.91E-05,543.8333,4.07E-04,543.166669,0
543.9167,0,543.9167,2.86E-04,543.9167,4.02E-04,543.250002,0
544,0,544,7.15E-04,544,2.50E-04,543.333335,0
544.0833,0,544.0833,7.74E-04,544.0833,1.69E-04,543.416669,0
544.1667,0,544.1667,8.72E-04,544.1667,2.73E-04,543.500002,0
544.25,0,544.25,0.001079765,544.25,3.88E-04,543.583335,0
544.3333,0,544.3333,8.40E-04,544.3333,4.12E-04,543.666669,0
544.4167,0,544.4167,4.56E-04,544.4167,2.23E-04,543.750002,0
544.5,0,544.5,5.30E-04,544.5,4.60E-05,543.833335,0
544.5833,0,544.5833,8.01E-04,544.5833,2.02E-06,543.916669,0
544.6667,0,544.6667,5.89E-04,544.6667,0,544.000002,0
544.75,0,544.75,2.38E-04,544.75,0,544.083335,0
544.8333,0,544.8333,1.83E-04,544.8333,0,544.166669,0
544.9167,0,544.9167,1.60E-04,544.9167,0,544.250002,0
545,0,545,2.72E-04,545,9.00E-05,544.333335,0
545.0833,0,545.0833,4.38E-04,545.0833,2.50E-04,544.416669,0
545.1667,0,545.1667,8.32E-04,545.1667,2.19E-04,544.500002,0
545.25,0,545.25,0.001350738,545.25,7.01E-04,544.583335,0
545.3333,0,545.3333,0.001823264,545.3333,9.61E-04,544.666669,0
545.4167,0,545.4167,0.001788211,545.4167,6.55E-04,544.750002,0
545.5,0,545.5,0.0018078,545.5,5.36E-04,544.833335,0
545.5833,0,545.5833,0.00137067,545.5833,3.34E-04,544.916669,0
545.6667,0,545.6667,6.79E-04,545.6667,6.09E-04,545.000002,0
545.75,0,545.75,3.74E-04,545.75,2.99E-04,545.083335,0
545.8333,0,545.8333,2.16E-04,545.8333,5.85E-05,545.166669,0
545.9167,0,545.9167,1.14E-04,545.9167,7.43E-05,545.250002,0
546,0,546,1.45E-04,546,1.65E-04,545.333335,0
546.0833,0,546.0833,1.60E-04,546.0833,2.13E-04,545.416669,0
546.1667,0,546.1667,2.09E-04,546.1667,1.17E-04,545.500002,0
546.25,0,546.25,8.27E-04,546.25,4.08E-04,545.583335,0
546.3333,0,546.3333,0.001231318,546.3333,9.93E-04,545.666669,0
